sentiment,airline,negative_reason,text
4,americanair,,love travel planes people nice amazing follow love company
0,americanair,Cancelled Flight,helpful flight cancelled flightled reflight booking problems email cell notifications
0,americanair,Lost Luggage,leave jaipur tomorrow dehli delhi night abilities magic
0,americanair,Customer Service Issue,change gate fuck wrong people learn fucken
0,americanair,Customer Service Issue,online flight booking problems barbados barbados
0,americanair,Cancelled Flight,purchase choice guys cancelled flightled flight stuck hours
0,americanair,Damaged Luggage,haha wasn fault guys joke
0,americanair,Customer Service Issue,stuck miami worst customer experiences will time
0,americanair,Can't Tell,2days 2plains 2fails
0,americanair,Customer Service Issue,hours call disconnected work
0,americanair,Lost Luggage,will today website status unknown help
0,americanair,Cancelled Flight,flight 1108 cancelled flightled rebooked online answering calls help
0,americanair,Customer Service Issue,filled form receiving poor poor response direct email address reply
0,americanair,Customer Service Issue,customers info brush basics
0,americanair,Customer Service Issue,trip poor customer service trips
0,americanair,Customer Service Issue,stiiiil waiting respond flight leaves
4,americanair,,worries loved flying guys
0,americanair,Flight Attendant Complaints,worst reps jacksonville airport rude totally helpful
0,americanair,Customer Service Issue,understood integration takes time excuse poor customer service
0,americanair,Customer Service Issue,response twitter yesterday
0,americanair,Lost Luggage,called paris office morning waiting miami
0,americanair,Cancelled Flight,assistance flight cancelled flightled today hating concerned
4,americanair,,kind move adding points
4,americanair,,received email registration team
0,americanair,Late Flight,wasn delay counter wouldn valid card valid needed precheck pass
0,americanair,Customer Service Issue,email write
0,americanair,Customer Service Issue,called reservation waiting call
0,americanair,Customer Service Issue,confirmed flight
4,americanair,,confident excellent inflight staff will appropriate report
4,americanair,,best rebooked agent phone addtl resolution appreciated
0,americanair,Customer Service Issue,email phone call screwed flight family friends flights cancelled flighted reservations
0,americanair,Customer Service Issue,care call explain going
0,americanair,Customer Service Issue,automated call hang reschedule cancelled flighted flights
0,americanair,Cancelled Flight,service hasn happened honestly sick notice flight cancelled flighted
0,americanair,Cancelled Flight,help flight dallas cancelled flightled morning hold hours booked flight
0,americanair,Customer Service Issue,hotel tonight expect money money supposed call
0,americanair,Cancelled Flight,flight dallas cancelled flighted tomorrow
0,americanair,Customer Service Issue,call system refuse callers twelve hours service options leave
0,americanair,Customer Service Issue,understand wait called didn call cool
0,americanair,Lost Luggage,pathetic answer sitting hours call delivery
0,americanair,Customer Service Issue,stranded miami automated system hanging days help
0,americanair,Customer Service Issue,flight 1318 cancelled flighted word ground staff
0,americanair,Customer Service Issue,apologize frustrations michael rebooked call hours
0,americanair,Customer Service Issue,register separated brother the15hours flight places left
0,americanair,Customer Service Issue,agent night changed flight days infuriating
0,americanair,Customer Service Issue,called night 10hrs call pass admirals club going spending 7hrs
0,americanair,Customer Service Issue,guys respond tweets feeling ignored
0,americanair,Customer Service Issue,waiting call stranded talk
4,americanair,,karen riedel rock star employee miracle worker appreciated help morning
0,americanair,Customer Service Issue,talk customer service child hold help
0,americanair,Flight Booking Problems,iberia website seat reservation unavailable hopefully call
0,usairways,Customer Service Issue,merger cluster inefficiency misinformation going
0,americanair,Customer Service Issue,nice talk reserv team hangs night
0,americanair,longlines,checkpoint open terminal ridiculous
0,americanair,Customer Service Issue,flight crew mins flight catering aa3390 nice treat customers
0,americanair,Customer Service Issue,goodbye friend crappy service swear will hear
0,americanair,Customer Service Issue,absolutely false stmt comedy errors incl catering
0,americanair,Damaged Luggage,report team
0,americanair,Customer Service Issue,hours call hung automated system
0,americanair,Lost Luggage,screw things grounded today
0,americanair,Customer Service Issue,thing deal waited suggested wait time hope call asap
0,americanair,Customer Service Issue,automated system hangs finally message will call hours
0,americanair,Customer Service Issue,agents busy late flightr
0,americanair,Late Flight,file tjycqh airport nite scheduled shld ashamed disgusted
0,americanair,Customer Service Issue,remained hold resolve flight schedule system hung
0,americanair,Customer Service Issue,days reach customer service change flight
0,americanair,Can't Tell,death dear friend heart broken heated
0,americanair,Lost Luggage,spent hour check military luggage messed boarding pass forced
0,americanair,Customer Service Issue,customer service phone person stone wall giant middle finger painted
0,americanair,Lost Luggage,3days call pick call held holding insane
0,americanair,Customer Service Issue,ruin vacation brother called night multiple places dead call
0,americanair,Customer Service Issue,change flight hang call volume high joke
0,americanair,Lost Luggage,reflight booking problems flight leaving luggage unbelievable
4,americanair,,
4,americanair,,love american airlines
0,americanair,Customer Service Issue,reservation phone system works number unreachable callbacks dead
0,americanair,Cancelled Flight,told flights 2516 2244 cancelled flightled time changes waiting call
4,americanair,,nice breakfast voucher airport drink
0,americanair,Customer Service Issue,husband complain flight voucher flew email
0,americanair,Customer Service Issue,revieving money letter post emails reply frustrated
0,americanair,Customer Service Issue,running hours replying twitter unacceptable running time
0,americanair,longlines,stand plane ready board sitting inside
0,americanair,Lost Luggage,knew ridiculous saturday
0,americanair,Flight Attendant Complaints,parker screwing chairman preferred option treated crap staff
0,americanair,Late Flight,thinks good gate flight 4275 wait plane ready
0,americanair,Customer Service Issue,poor experience 2day chkin cust waiting asked speak supervisor told
0,americanair,Customer Service Issue,reach american airlines evening cancelled flight flights worst customer service
0,americanair,Cancelled Flight,cruel unusual cancelled flight flight notice stay hold 30min listen loop
0,americanair,Cancelled Flight,help rebooked incorrectly flight cancelled flightled tuesday
0,americanair,Customer Service Issue,days contacted customer relations
4,americanair,,eventually call changed
0,americanair,Customer Service Issue,night help fixed
0,americanair,Customer Service Issue,disconnected heavy call volume
4,americanair,,good safely
0,americanair,Late Flight,happening zurich appears squawked 7700 landed london heathrow
0,americanair,Cancelled Flight,call flight cancelled flightled checked online cancelled flightled weather interview
0,americanair,Customer Service Issue,contingency plans extra workers weather hours hold
0,americanair,Cancelled Flight,connecting flights cancelled flightled assistance
0,americanair,Flight Booking Problems,changing flights spring break time
0,americanair,Can't Tell,school trip including sleep airport standby flights good
0,americanair,Customer Service Issue,customer service inferior nationalized third nation airline
0,americanair,Cancelled Flight,cancelled flight flight delay hours lost bags worst airline
0,americanair,Late Flight,flight aal65 declared state emergency squawking 7700
0,americanair,Late Flight,guys hour delay flight aa106 staff shortage weatherâœˆï
0,americanair,Late Flight,delayed hours chicago managed lose happy
0,americanair,Late Flight,rubbish social media hours late flight better cancelled flightled
0,americanair,Lost Luggage,manage lose bags horrendous airline
4,americanair,,guys heading milan wednesday week family
0,americanair,Late Flight,fligth somthing talk
0,americanair,Customer Service Issue,interested changing flight fees number busy
0,americanair,Customer Service Issue,understand busy answer guys helped
0,americanair,Can't Tell,called baggage status times yesterday
4,americanair,,charge good
4,usairways,,wonderful flight 2062 dawn nice start
0,americanair,Customer Service Issue,hold hours waiting hours earlier info reservation
0,americanair,Customer Service Issue,wait time phone system hangs continuing hold help
0,americanair,Late Flight,time pulled flight qqbmug feel free flights reticketed
0,americanair,Customer Service Issue,call message trust
0,americanair,Lost Luggage,westjet lost luggage checked westjet lost
0,americanair,Customer Service Issue,waited airport days weather relate flightd dealt horrible customer service finally switched
0,americanair,Customer Service Issue,ignoring purpose automated system hang
0,americanair,Customer Service Issue,talk full refund trip call center offers assistance
0,americanair,Lost Luggage,find luggage blaming
0,americanair,Can't Tell,usair elite members disappointment treated
0,americanair,Customer Service Issue,love agent phone automated system hangs
0,americanair,Cancelled Flight,called flight cancelled flightlation flight cancelled flightled sunday calls
0,americanair,Can't Tell,worst experience airline hope embarrassed airline pathetic
0,americanair,Lost Luggage,weeks today arrived miami absolute disgrace
0,americanair,Can't Tell,going homeless place stay tonight respond sleep
0,americanair,Customer Service Issue,clue place stay
0,americanair,Customer Service Issue,verify booked hotel extra night kinda unsettling call
0,americanair,Can't Tell,extra night stay juan check
0,americanair,Late Flight,call flight rescheduled providing hotel
0,americanair,Lost Luggage,wait walmart tomorrow morning
0,americanair,Lost Luggage,calling offices sign baggage time american
0,americanair,Customer Service Issue,apologise frustrations disappointment terrible service
0,americanair,Can't Tell,worked postpone trip extra easy poor graduate student
0,americanair,Customer Service Issue,best talk agent reschedule cancelled flighted flight answers busy help
0,americanair,Can't Tell,waste time airline robbed hours definitely will
0,americanair,Can't Tell,urgent
0,americanair,Lost Luggage,france days changing clothes warm locate send
0,americanair,Late Flight,flight jfklas catering late flight push crew 2hrs delay
0,americanair,Cancelled Flight,flight cancelled flighted time reach agent reschedule call
0,americanair,Lost Luggage,coats france coat walking shirt clean pair
0,americanair,Lost Luggage,miami located loose
0,americanair,Lost Luggage,visiting returning paris checked gate arrived paris
0,americanair,Customer Service Issue,speaking languages paid left hold answer latinamerican solved 20min
4,americanair,,camera memory card
0,americanair,Cancelled Flight,terrible flights cancelled flighted hold hours
0,americanair,Bad Flight,hope plane seats flight reverse awful
0,americanair,Customer Service Issue,students ithaca stuck miami flts rebook kids carrier alliance
0,americanair,Can't Tell,hands worst airline travel fucking
0,americanair,Customer Service Issue,phone open hold hours checkin agents help airport help
0,americanair,Lost Luggage,sense charge service service great losing luggage missing items
0,americanair,Can't Tell,sheer incompetence reigning today plane runway doubt
0,americanair,Late Flight,happy chosen choice flying rethinking
0,americanair,Customer Service Issue,waiting response
0,americanair,Late Flight,paris embarrassment
0,americanair,Cancelled Flight,stuck days airport pretty normal positive find plane europe
0,usairways,Lost Luggage,highly disappointed baggage service merge guys lost missing items
0,americanair,Late Flight,landed 3hours late flight wait twenty minutes gate patience incompetence
0,americanair,Customer Service Issue,finally called hasn spoken worst prank call
0,americanair,Customer Service Issue,wait times hours talk exec agent going
0,americanair,Lost Luggage,time upgrade class luggage open missing valuable items replaced
0,americanair,Customer Service Issue,reply email 11th february email acknowledgment recieved
0,americanair,Cancelled Flight,flight cancelled flighted gonna
0,americanair,Late Flight,working time tonight delayed days worse
0,americanair,Customer Service Issue,doesn allow hold problem
0,americanair,Can't Tell,worst airline
0,usairways,Lost Luggage,insult injury guys misplaced money treated
0,americanair,Cancelled Flight,connecting flight cancelled flightled tomorrow sorted holding 1h08
0,americanair,Bad Flight,reimbursed shuttle denver diversion hours sitting plane mech problems
0,americanair,Flight Booking Problems,reply mess rebook
0,americanair,Customer Service Issue,hold call family flight 1418 direct info
0,americanair,Cancelled Flight,flight tomorrow cancelled flighted guys letting
4,americanair,,champagne aa153 ordnrt celebrate finish
0,americanair,Cancelled Flight,confused offer earlier flight cancelled flightled 2222 asked tues
0,americanair,Flight Booking Problems,york city tomorrow flight tuesday unacceptable help
0,americanair,Cancelled Flight,momâ flight tomorrow cancelled flighted notice phone system callback hours
0,americanair,Customer Service Issue,reach advantage department number flight
0,americanair,Customer Service Issue,going tweets coming till hoping
0,americanair,Flight Attendant Complaints,insure luggage assholes fricken responsibility lies
0,americanair,Lost Luggage,weeks dickheads hadn contacted lost checked carryon haven offer
0,americanair,Customer Service Issue,callings going doesnt wait automated stuff messed
0,americanair,Cancelled Flight,will flying changes cancelled flightations leading today finale unacceptable
0,americanair,Cancelled Flight,apology late flight cancelled flighting flight advance weather ridiculous
0,americanair,Cancelled Flight,cancelled flightled flight tomorrow telling rebookplease help book flight call
0,americanair,Can't Tell,word failure instance failing proving unsuccessful lack success nonperformance
0,americanair,Customer Service Issue,offer automated call option agent call hold 30am
0,americanair,Flight Booking Problems,phone number supervisor speak travels today
0,americanair,Customer Service Issue,hanging customers chance callback failure customer service 30am answer
0,americanair,Flight Booking Problems,priority member wonder treat plebes rewards card cancelled flightling
0,americanair,Customer Service Issue,hours call volume high call cancelled flight itinerary
0,americanair,Cancelled Flight,worst airline cancelled flight flight wait hold mins told enter callback middle night
0,americanair,Customer Service Issue,guys helping people phone tree hangs flight tomorrow connection pending
0,americanair,Customer Service Issue,called hold midnight literally help
0,americanair,Late Flight,flight delayed hours counter husband will flight help
0,americanair,Customer Service Issue,times upsetting airline treats customers
0,americanair,Customer Service Issue,seriously reps phone calls platinum
0,americanair,Customer Service Issue,lack attention foresight managing flights
0,americanair,Bad Flight,stuck plane landing crew unable figure
0,americanair,Customer Service Issue,hold minutes customer service find flight scheduled site sucks
0,americanair,Lost Luggage,bags class tickets tahiti nice
0,americanair,Late Flight,hour wait time exec plat
0,americanair,Customer Service Issue,hours hold sucked
0,americanair,Flight Attendant Complaints,flight 0600 check help
0,americanair,Late Flight,agent family diff planes late flight delay cancelled flighted plane started
0,americanair,Customer Service Issue,finally call automated voice hung called hours
0,americanair,Customer Service Issue,hold hour cancelled flighted flight supposed hours
0,americanair,Cancelled Flight,wasn offered flight tuesday booked houston austin
0,americanair,Lost Luggage,running battery chargers clothes coat contact lenses help service
0,americanair,Late Flight,flight 4606 delayed hours holding breath trapped hours deice
0,americanair,Late Flight,stuck airplane houston passengers frustrated avoid airline
0,americanair,Lost Luggage,turned useless callcentre useless website
0,americanair,Cancelled Flight,flight austin cancelled flighted headed houston delayed rent drive austin
0,americanair,Cancelled Flight,understand weather issues understand notified cancelled flightlation realize late flight
0,americanair,Lost Luggage,deliver luggage days holding phone help
4,americanair,,whoooo hooooo crossed current pace reach year
0,americanair,Lost Luggage,lost luggage for40 hours holding for4 phone treat loyal passengers
0,americanair,Customer Service Issue,waiting three hours talk rebook flight weather call service work
0,americanair,Customer Service Issue,service received rude well expectations airline frustrating
0,americanair,Customer Service Issue,touch help platinum considering quitting
4,americanair,,fair refund ticket price rental cars
0,americanair,Flight Booking Problems,friend shouldn scheduled close reimbursed costing
4,americanair,,understood
0,americanair,Customer Service Issue,going option type refund will
4,americanair,,1610 today issue cleared beautifully check
0,americanair,Late Flight,sounding bitchslapped
0,americanair,Cancelled Flight,will tomorrow flight cancelled flightlations flights posted 2424
4,americanair,,gate agent phoenix younger daughter seated wife
0,americanair,Customer Service Issue,hold international award reservations hours 8004337300 calling going
0,americanair,Customer Service Issue,call help figure
4,americanair,,early frontrunner best airline
0,americanair,Late Flight,
0,americanair,Customer Service Issue,hanging customers high volume customer service resolve dmstill waiting
0,americanair,Customer Service Issue,told emailed haven received followup
4,americanair,,good catching flight tonight response
0,americanair,Customer Service Issue,interestingagent told sadly booked passenger didn gate push
0,americanair,Cancelled Flight,flight cancelled flightled website refers 1800 1800 hangs autorebooked horrible company
0,americanair,Flight Attendant Complaints,sitting bird tarmac water nice manners
0,americanair,Cancelled Flight,flight cancelled flightled speak help
0,americanair,Customer Service Issue,calling hours reschedule flight weather stay hold
0,americanair,Customer Service Issue,best staying night dallas trial detroit atlanta tomorrow assuming cancelled flightlations
0,americanair,Customer Service Issue,customer service disgrace
4,americanair,,joanna wonderful
0,americanair,Bad Flight,gate time watch plane push minutes needed glad relatives nearby
0,americanair,Cancelled Flight,flight cancelled flightled hold hours help
0,americanair,Cancelled Flight,crystal ball cancelled flight flights weather hits rebook flight nights hotel
0,americanair,Cancelled Flight,cancelled flightled asks contact number
4,americanair,,open check open going
0,americanair,Can't Tell,toby hates
4,americanair,,replying
0,americanair,Customer Service Issue,fact gate supervisor communicate
0,americanair,Late Flight,
0,americanair,Customer Service Issue,change flight telling call change online help flight week
0,americanair,Customer Service Issue,call hold help
0,americanair,Lost Luggage,lies lies lies worst travel experience life clothes vaca
0,americanair,Lost Luggage,piece shit fucked exclusively life
0,americanair,Customer Service Issue,continued contacting phone reps hours unable absurd livid
4,americanair,,
0,americanair,Customer Service Issue,gate agent seriously incompetent flying avoided
4,americanair,,hotel
0,americanair,Can't Tell,miles loyal going reciprocate joke
0,americanair,Customer Service Issue,holding apologize delay answering call speak representative continue hold
0,americanair,Bad Flight,weather involved
0,americanair,Customer Service Issue,hold hours diff agents frustrating txfd
0,americanair,Customer Service Issue,hold wondering hours minutes counting
0,americanair,Flight Attendant Complaints,incompetency gate agent years business travel gate agent training
0,americanair,Customer Service Issue,changes online
0,americanair,Cancelled Flight,cancelled flightled flight phone rebook hour wait minimum service
0,americanair,Customer Service Issue,1261 tomorrow cancelled flighted waiting call
0,usairways,Customer Service Issue,meals company care disgraceful
0,americanair,Can't Tell,best example worst company
0,usairways,Can't Tell,cost vacation hotel stay boarding airport parking
4,americanair,,bags morning
4,americanair,,joanna wonderful flight booked friendly helpful agent stressful
0,usairways,Flight Attendant Complaints,spoken employees disgusting save pain
0,americanair,Customer Service Issue,late flight service centre plan involved flight legs full days
0,americanair,Lost Luggage,losing hard care priority cont care
4,americanair,,worries straight story appreciated
0,americanair,Late Flight,destination waiting hours missing second flight flight
0,americanair,Lost Luggage,luggage forgot oscarðÿ
0,americanair,Flight Attendant Complaints,cost rude woman country figure
0,americanair,Can't Tell,help publicity
0,americanair,Lost Luggage,lost luggage flight yesterday morning response luggage
4,americanair,,helpful
4,americanair,,beautiful photos marketing dept interested buying
4,americanair,,worries guys good tonight flight
0,americanair,Customer Service Issue,answering fast hanging call
0,usairways,Customer Service Issue,automated message info merger airline avoid
0,americanair,Late Flight,wait claimed email yeah happened
0,americanair,Customer Service Issue,wait phone worst customer services suitcase
0,americanair,Can't Tell,care flight screw
0,americanair,Customer Service Issue,experience reservations patient disconnects record conv
0,americanair,Cancelled Flight,info cancelled flightled flight 1046 tomorrow morning calls speak
0,americanair,Can't Tell,ticks
0,americanair,Customer Service Issue,info super large passengers extra seat needed sitting
0,americanair,Can't Tell,today longer preferred airline
0,americanair,Late Flight,hours inflight hotel hang travel delays team
0,americanair,Customer Service Issue,appreciate system busy call automated system hang helpful
0,americanair,Cancelled Flight,time flight cancelled flightled appreciate indication email text carrier pigeon didn warn check
0,americanair,Customer Service Issue,nope rebooked
0,americanair,Flight Booking Problems,platinum flying usair stranded answering phones rebook help
0,americanair,Customer Service Issue,aa951 paulo today colleagues thing
0,americanair,Customer Service Issue,change flights operators handle calls
4,americanair,,plate flight dealing cancelled flightlations weather tonite will respond
0,americanair,Late Flight,flight delayed flight sold seat flight 0671 strand three hours memories
0,americanair,Bad Flight,paid extra seat monitor didn work aa111 refund seat conf mdbeei mcmullen
0,americanair,Flight Attendant Complaints,nice helpful flight attendants rude nasty employ
0,americanair,Customer Service Issue,seats assign husband impossible
0,americanair,Customer Service Issue,days frozen doll
0,americanair,longlines,people rebook virtual hold rebook hangs call
0,americanair,Cancelled Flight,flight tomorrow cancelled flightled queue callback hours agoâ rebooked
0,americanair,Customer Service Issue,canned response care customers twitter users fall
0,americanair,Customer Service Issue,push notification logged trip email text 2010
0,americanair,Can't Tell,ratchet airway
0,americanair,Customer Service Issue,check reservation watson kelsey jennings hold hours waiting call
0,americanair,Customer Service Issue,worse
0,americanair,Cancelled Flight,flight tomorrow aa304 cancelled flighted help
0,americanair,Lost Luggage,odds picked country hasn located
0,americanair,Can't Tell,better thing care losing business
0,americanair,Cancelled Flight,waiting call hours tomorrow cancelled flightled options
0,americanair,longlines,staff desk queuing
0,americanair,Customer Service Issue,worse time responded tweets flights hours quickest response
0,americanair,Customer Service Issue,online record unavailable well couldn phone
0,americanair,Customer Service Issue,exboyfriend picks calls flightedflight
0,americanair,Bad Flight,suggestion note seat maps seats electronics blocking legroom aa215
0,americanair,Can't Tell,selling tickets haven rebooked people arrive destinations time
4,americanair,,didn mentions negative good work âœˆï
4,americanair,,sweet chicago
4,americanair,,ltaljx morning staff helped problem helpful
0,americanair,Customer Service Issue,shiz minutes wait hour barrier unbelievable
0,americanair,Can't Tell,screw stuff
0,americanair,Customer Service Issue,checked flight moved explanations answer number
0,americanair,Customer Service Issue,employees racist
0,americanair,Customer Service Issue,pathetic customer service tags barcodes computers response located
0,americanair,Cancelled Flight,hope takes hours flight cancelled flightled couldn staff plane
0,americanair,Customer Service Issue,going utterly embarrassing customer service answer dang phone
0,americanair,Customer Service Issue,terminal customer service area
0,americanair,Flight Booking Problems,better passengers rebooked direct airlines
0,americanair,Cancelled Flight,speak real person flight cancelled flightled explanation hold hours
0,americanair,Can't Tell,seriously
0,americanair,Bad Flight,prepared bringing people business sense
0,americanair,Customer Service Issue,wait hours talk changed flight
0,americanair,Flight Attendant Complaints,gate agents missed connecting flight mexico city happy customer correct
0,americanair,longlines,point passengers going waiting flight mess
0,americanair,Flight Attendant Complaints,rude agent wouldn listen clearly sizer
0,americanair,Late Flight,seriously wait hours flight prepare family funeral
0,americanair,Flight Attendant Complaints,gate agents gate pathetic tonight terrible communication stories changing apathetic
0,americanair,Lost Luggage,worried hours reunion organized breeze
0,americanair,Flight Booking Problems,tryin voucher book flight 2days lines busy plse help flight
4,americanair,,checking cramped safely flying tomorrow
0,americanair,Can't Tell,worst airline travel worst equivalent dirt
4,americanair,,great flight experience sfojfk dare consistent high quality legacy airline guys
0,americanair,Flight Attendant Complaints,pretty updates flights doors open breeze america airlines workers
4,americanair,,great
0,americanair,Cancelled Flight,auto rebook confirmed outbound departs return flight fire software programmers
0,americanair,Customer Service Issue,calls 18004337300 calls drop instantly alternate avenue resched support
0,americanair,Cancelled Flight,supposed arrive destination tonight american rebooks wednesday staying
0,usairways,Can't Tell,food hour flight columbus phoenix starving pissed
0,americanair,Flight Booking Problems,cathay pacific online
0,americanair,Customer Service Issue,4828 missed gate marshall rent drive
0,americanair,Flight Attendant Complaints,pilot told release bags well offer hotel vouchers happened
0,americanair,Lost Luggage,understanding flights chose
0,americanair,Late Flight,disappointed time traveling worst experience times flight delayed
0,americanair,Can't Tell,minutes
0,americanair,Flight Booking Problems,trouble rebooked
0,americanair,Lost Luggage,understand feeling cranky called tracker number heard located
0,americanair,Late Flight,aa45
0,americanair,Customer Service Issue,hold agent helpful hanging
0,americanair,Cancelled Flight,speak agent cancelled flightled flight
0,americanair,Cancelled Flight,tmrw connection cancelled flightled connect diff city hold
0,americanair,Customer Service Issue,hints stay connected rearrange weather relate flightd cancelled flights hours
0,americanair,Late Flight,gate agent minutes plane grounds crew hope ready cover delay
0,americanair,Customer Service Issue,phone great story media
0,americanair,Late Flight,jason missing connection agents assistance nope hasn
0,americanair,Late Flight,finally chicago hours late flight food voucher wait 1per good
0,americanair,Customer Service Issue,putting burden customers thing gate agents
0,americanair,Late Flight,guys 5350 stuck gate half hour pull slide
0,americanair,Late Flight,sitting plane hour leave
0,americanair,Bad Flight,weve today courtesy allow passenger oxgen tank business
0,americanair,Cancelled Flight,cancelled flightled flight priority ticket bumped losing customers people furious
0,americanair,Customer Service Issue,finally phone worries
0,americanair,Customer Service Issue,going help number call recording hour wait time
0,americanair,Can't Tell,pilots agents jumped 5350 crazy
0,americanair,Flight Booking Problems,book arrive selling seats travel
0,americanair,Lost Luggage,bags cincinnati exactly
0,americanair,Can't Tell,ashamed entire business class cabin empty class
0,americanair,Bad Flight,flight minutes funeral starts stranded dallas luggage days
0,americanair,Cancelled Flight,cancelled flightled flight tomorrow informing today booked days customer service
0,americanair,Cancelled Flight,note flights cancelled flightled aircraft runways working today tomorrow
0,americanair,Late Flight,knew going leave hours waiting hurry
0,americanair,Flight Booking Problems,headed funeral cincinnati people didn standby
0,americanair,Customer Service Issue,option hold lines busy late flightr
0,americanair,Customer Service Issue,will writing detailed letter experience today experienced awful
0,americanair,Late Flight,delay personnel combative point hury plane leaving
0,americanair,Lost Luggage,delta rerouted bags aa977 miacur flight
0,americanair,Late Flight,nice agents courteous delay fault
0,americanair,Customer Service Issue,private will provide details customer training staff
0,americanair,Flight Attendant Complaints,2350 coming gate crew arrive 5350
0,americanair,Customer Service Issue,guys improve service experience site personnel worst experiences
0,americanair,Customer Service Issue,killing hours human help
0,americanair,Customer Service Issue,ticket agent servicing people waiting hour half phones hang people
0,americanair,Cancelled Flight,yeah rebooked tomorrow morning extremely disappointed wedding
4,americanair,,paint scheme great
0,americanair,Cancelled Flight,call cancelled flightled flight flight booking problems tues good weather caused leave early
0,americanair,Late Flight,plane sitting hours waiting push crew acceptable
0,americanair,Customer Service Issue,waiting pick coming hours
0,americanair,Late Flight,flight 5350 stuck gate gate agent plane full people missing connections
0,americanair,Can't Tell,driving 90mins half fucking texarkana
0,americanair,Cancelled Flight,flights cancelled flightled tomorrow morning
4,americanair,,update
0,americanair,Customer Service Issue,pathetic service
0,americanair,longlines,better making wait gate psych deice coming gate
0,americanair,Late Flight,situation evening going better worse cancelled flight flight yesterday delayed
0,americanair,Late Flight,weren sitting plane
0,americanair,Customer Service Issue,control weather control treat customers
0,americanair,Customer Service Issue,talk cancelled flightled flight pick phone pathetic
0,americanair,Late Flight,late flight characters cheers
0,americanair,Cancelled Flight,wife flight cancelled flightled told call answers book flight help
0,americanair,Customer Service Issue,happy find acceptable speak human happen
0,americanair,Cancelled Flight,flight 2463 cancelled flightled tonight called left number call 3hrs help
0,americanair,longlines,aa1401 landed 55pm miami waiting gate team help
0,americanair,Lost Luggage,bags baggage claim plane
0,americanair,Customer Service Issue,call centre busy speak agent computer
0,americanair,Flight Booking Problems,guys fail voucher ticket online
4,americanair,,shoutout ground crews working cold social media team customer service
4,americanair,,fortunately flight waiting area impressed handled stressful situation
0,americanair,Customer Service Issue,hold cancelled flighted 2222 phldfw assistance
4,americanair,,marie reflight booking problems friends cali bound sweet angel
0,americanair,Cancelled Flight,flights buffalo well flight cancelled flightled
0,americanair,Cancelled Flight,cancelled flightled flight buffalo weather lied airlines cancelled flightled
0,americanair,Customer Service Issue,dropping ball catering plane switch gate attendant hours late flight nice
0,americanair,Cancelled Flight,flight delayed cancelled flighted
4,americanair,,hats admiral lounge attendant terminal banana toddler avail
0,americanair,Lost Luggage,drop luggage hours flight ridiculous
0,americanair,Lost Luggage,timely bags missed flight people undies morning
4,americanair,,book airline flown stuck weds
0,americanair,Customer Service Issue,seriously hate accommodate inclemental weather disruptions funny
0,americanair,Late Flight,gotta worse time departures rushed terminal flight haven strtd boarding
0,americanair,Late Flight,pulled roads onhold reach arpt aa2450
0,americanair,Lost Luggage,told bags 1000 house well continue lied
0,americanair,Customer Service Issue,answer reservation nice service stuck
0,americanair,Customer Service Issue,agents voice activated system working email cancelled flightlation lots problems
0,americanair,Flight Booking Problems,2222 tomorrow moved moved tuesday roads better flight
0,americanair,Can't Tell,valid circle pacific itineraries booked dest invalid
0,americanair,Customer Service Issue,check number reservation online option
0,americanair,Flight Attendant Complaints,poorest trained employees desks haven started discuss
0,americanair,Flight Booking Problems,sample itineraries booked invalid
4,americanair,,booked tuesday night degrees alabama good stay warm safe
0,americanair,Late Flight,plot thickens plane ground crew gate weather large numbers
0,americanair,Customer Service Issue,number will wait customer frustrating talk humans
0,americanair,Customer Service Issue,happened didn notification departure cancelled flightation tomorrow will talk
0,americanair,Customer Service Issue,surprise doesn registered system hopeful step
0,americanair,Customer Service Issue,true robot apologizes hangs help
4,americanair,,reply functioning plane hours staff friendly
4,americanair,,sending details pretty handy dandy info
0,americanair,Late Flight,aa223 ignored
0,americanair,Customer Service Issue,call free thing times called picked hung
0,americanair,Customer Service Issue,number called wouldn speak agent issues weather today
0,americanair,Flight Attendant Complaints,raving service nbr1 helper figure hang coat serve drink
0,americanair,Customer Service Issue,reservations team callback time
0,americanair,Customer Service Issue,absolute terrible service schedule minute layover plane door closed
0,americanair,Bad Flight,didn flight american airlines ticket well passengers tickets fault
0,americanair,Late Flight,tonight preferably delaying plane
0,americanair,Can't Tell,profiting billions throwing crap people american hurting brand
0,americanair,Can't Tell,witnessed covert tactics airline
0,americanair,Late Flight,cancelled flightled wife flight call service going hours
0,americanair,Damaged Luggage,shouldn happen gear jeopardy steps protect customers items
0,americanair,Can't Tell,issues based weather things control issues based negligence
0,americanair,Can't Tell,worst experience plane
4,americanair,,good luck evening
0,americanair,Cancelled Flight,cancelled flightled flight twelve hours heard point
0,americanair,Customer Service Issue,hold hours agent txfd change cncdld flight told late flightr waiting
4,americanair,,awesome customer service snuck wife warm cookie
0,americanair,Bad Flight,flight attendants aa2402 spectacular entire cabin food coach serving vile food
0,americanair,Customer Service Issue,team member pick phone point courteous helpful
0,americanair,Flight Booking Problems,seriously bring people help flights
0,americanair,Customer Service Issue,respond concern disappointed customer service
0,americanair,Lost Luggage,work tomorrow wait late flightr sucks
0,americanair,Can't Tell,thought guys messing worse airline ruins hopes dreams
0,americanair,Late Flight,approaching three hours sitting plane ground flight 3056 oscar performance
